,isTech
9601,False
8115,False
18864,False
17589,False
10978,False
4435,False
11835,False
15834,False
19513,False
287,False
14412,False
4671,False
18858,False
12827,False
12093,False
11145,False
8089,False
19211,False
16879,False
18805,False
11318,False
9409,False
12456,False
17087,False
6190,False
16162,False
15695,False
15877,False
10087,False
2569,False
14546,False
8319,False
4939,False
18870,False
15427,False
780,False
17057,False
15690,False
1698,False
15151,False
7223,False
12377,False
19970,False
19561,False
11676,False
186,False
9388,False
16874,False
16132,False
6073,False
14963,False
12757,False
6504,False
6164,False
7400,False
16921,False
12898,False
11750,False
14712,False
20111,False
6880,False
13041,False
16296,False
6359,False
8229,False
6233,False
5179,False
15268,False
9334,False
14544,False
15898,False
15390,False
3564,False
11693,False
4592,False
5684,False
4071,False
6801,False
327,False
20006,False
4946,False
3106,False
17869,False
2632,False
8332,False
7539,False
6986,False
18245,False
97,False
15274,False
14374,False
17509,False
643,False
70,False
7311,False
16981,False
12263,False
13616,False
592,False
19416,False
15846,False
11110,False
5086,False
8503,False
7444,False
5302,False
3665,False
10205,False
17687,False
19854,False
16373,False
15822,False
4775,False
16945,False
6431,False
9398,False
18081,False
20014,False
14019,False
17570,False
3852,False
19878,False
18325,False
6149,False
7672,False
5185,False
2386,False
8858,False
4011,False
18228,False
2482,False
8088,False
1579,False
16228,False
286,False
15722,False
3042,False
13387,False
9624,False
5357,False
4335,False
17232,False
8005,False
19449,False
6035,False
10348,False
7564,False
831,False
4186,False
8758,False
5642,False
12858,False
11889,False
903,False
17021,False
14034,False
15173,False
12257,False
884,False
14524,False
2455,False
2825,False
15862,False
14201,False
16183,False
13992,False
1724,False
7048,False
1290,False
18685,False
6427,False
6435,False
8524,False
19054,False
6314,False
18296,False
10158,False
19225,False
10027,False
1570,False
18700,False
6607,False
7133,False
12691,False
5644,False
9121,False
115,False
4934,False
3787,False
14586,False
17577,False
18299,False
954,False
11421,False
18707,False
2729,False
16614,False
14309,False
11964,False
18408,False
2989,False
5308,False
11237,False
3918,False
108,False
18219,False
4318,False
12979,False
4468,False
15212,False
19415,False
4732,False
5752,False
6738,False
478,False
13970,False
15090,False
1217,False
19251,False
6848,False
19666,False
2526,False
13519,False
14602,False
7623,False
6038,False
7267,False
6999,False
19627,False
9801,False
5037,False
5629,False
12931,False
9722,False
10438,False
7246,False
10972,False
10066,False
9187,False
15435,False
6643,False
6987,False
1070,False
3504,False
8460,False
14911,False
2385,False
17616,False
13223,False
1606,False
15153,False
5522,False
13213,False
17180,False
13589,False
6659,False
9140,False
907,False
7738,False
14468,False
531,False
8232,False
6700,False
13785,False
9508,False
4754,False
19660,False
18508,False
1006,False
2766,False
4143,False
5854,False
16656,False
12624,False
19882,False
16839,False
6434,False
15686,False
7756,False
2886,False
15741,False
11256,False
10065,False
4183,False
4931,False
19962,False
4549,False
14749,False
16883,False
16700,False
14674,False
8610,False
8715,False
5916,False
6905,False
5718,False
668,False
19494,False
11748,False
4594,False
627,False
1832,False
4456,False
4406,False
2355,False
16238,False
18564,False
14321,False
9746,False
3963,False
5697,False
10410,False
18711,False
6891,False
1139,False
7153,False
16766,False
9815,False
7895,False
5882,False
1834,False
6813,False
4095,False
10296,False
17056,False
3684,False
1989,False
122,False
2064,False
5182,False
599,False
12250,False
1531,False
15577,False
2509,False
1160,False
15054,False
9744,False
9841,False
11944,False
5622,False
12953,False
5856,False
5639,False
20142,False
3258,False
3965,False
14348,False
659,False
9890,False
13882,False
17879,False
17097,False
6648,False
4206,False
1309,False
11976,False
20007,False
14116,False
11071,False
3403,False
17974,False
2341,False
19146,False
19545,False
15792,False
3023,False
2944,False
17994,False
7218,False
16767,False
9590,False
2471,False
14047,False
14304,False
20127,False
6980,False
10885,False
5321,False
12339,False
8695,False
19461,False
19828,False
9002,False
4958,False
4276,False
11253,False
8416,False
8609,False
14414,False
9965,False
2333,False
14899,False
20076,False
6524,False
3140,False
2891,False
10056,False
2663,False
15881,False
16734,False
14792,False
3776,False
19315,False
16288,False
1827,False
15833,False
8969,False
6942,False
17198,False
11117,False
6630,False
15249,False
7957,False
7907,False
16727,False
19783,False
3600,False
13669,False
3349,False
19096,False
9947,False
17586,False
3519,False
6160,False
5446,False
16621,False
13899,False
11311,False
7171,False
2815,False
18421,False
13100,False
8866,False
5829,False
12868,False
15025,False
4375,False
1690,False
3786,False
14811,False
20134,False
14256,False
9112,False
6754,False
15085,False
13788,False
403,False
7996,False
13816,False
1356,False
18507,False
737,False
860,False
1627,False
8548,False
1791,False
2420,False
10804,False
14717,False
19859,False
15103,False
2235,False
150,False
11231,False
2537,False
9289,False
5295,False
17322,False
10299,False
4120,False
18445,False
750,False
19943,False
5429,False
11738,False
5943,False
18911,False
10193,False
10559,False
9646,False
16411,False
10272,False
15251,False
19261,False
9621,False
15161,False
13516,False
9957,False
1756,False
13670,False
40,False
10469,False
14637,False
15421,False
4209,False
2941,False
2592,False
8869,False
10191,False
19714,False
2220,False
11549,False
2889,False
514,False
4848,False
905,False
4962,False
13568,False
2291,False
710,False
11279,False
18839,False
18776,False
5654,False
18765,False
19799,False
9995,False
17104,False
7760,False
19023,False
4407,False
9028,False
11416,False
1219,False
3734,False
15109,False
19182,False
11055,False
2086,False
18109,False
17769,False
20174,False
2458,False
3730,False
5082,False
10495,False
13790,False
11574,False
9540,False
3364,False
18579,False
17289,False
15291,False
12404,False
17186,False
11734,False
14533,False
9304,False
5180,False
3030,False
19502,False
9831,False
11385,False
18620,False
9738,False
5512,False
6328,False
10171,False
12557,False
16018,False
6752,False
545,False
3824,False
15444,False
13350,False
15566,False
2203,False
10781,False
4991,False
11979,False
2166,False
1250,False
4404,False
5947,False
16312,False
10306,False
9879,False
10178,False
3758,False
6097,False
12312,False
11892,False
1022,False
4714,False
744,False
11743,False
3055,False
3886,False
3790,False
2514,False
18738,False
8873,False
9817,False
5971,False
3556,False
13372,False
10100,False
346,False
7026,False
15168,False
10002,False
2746,False
10968,False
3233,False
11579,False
15477,False
3909,False
18505,False
16308,False
3711,False
13409,False
13994,False
13067,False
18938,False
5084,False
11106,False
121,False
224,False
2163,False
8788,False
15762,False
9138,False
11483,False
19667,False
13656,False
4006,False
5790,False
11272,False
17584,False
13501,False
9855,False
20225,False
19635,False
3422,False
17774,False
14051,False
7565,False
180,False
19826,False
9992,False
8584,False
11661,False
17352,False
5890,False
18398,False
15884,False
16346,False
19817,False
8748,False
8106,False
19386,False
17871,False
5567,False
11502,False
3179,False
13603,False
16230,False
12503,False
8144,False
5769,False
10356,False
337,False
10503,False
19396,False
9001,False
5325,False
18064,False
8705,False
8704,False
6486,False
8277,False
19017,False
5396,False
15177,False
7627,False
17515,False
17721,False
18929,False
9783,False
71,False
18628,False
8140,False
2217,False
6497,False
10123,False
17840,False
14652,False
2496,False
1747,False
13472,False
9776,False
4139,False
14282,False
19749,False
11209,False
1558,False
734,False
15734,False
2239,False
6994,False
6299,False
11141,False
16300,False
7813,False
11850,False
8760,False
19786,False
19188,False
2499,False
7351,False
7662,False
6908,False
3876,False
3563,False
8750,False
182,False
8719,False
11564,False
1556,False
5659,False
15645,False
15236,False
15162,False
7358,False
15600,False
2665,False
19963,False
14294,False
13979,False
19011,False
8842,False
4995,False
7070,False
6039,False
14795,False
12764,False
10458,False
13695,False
10817,False
8772,False
15836,False
5545,False
1633,False
3096,False
18307,False
5000,False
3237,False
6034,False
7698,False
5428,False
12391,False
14828,False
8983,False
17660,False
11828,False
15550,False
7745,False
756,False
5910,False
18113,False
1348,False
7732,False
9832,False
6749,False
2672,False
8857,False
20232,False
17736,False
13855,False
5039,False
17633,False
8854,False
265,False
18971,False
13279,False
19473,False
762,False
17538,False
13787,False
8336,False
18821,False
4981,False
5235,False
9861,False
7370,False
14833,False
12790,False
12620,False
15029,False
20130,False
16024,False
4851,False
4826,False
17597,False
19178,False
20052,False
16463,False
15016,False
11952,False
10452,False
16453,False
12820,False
9657,False
14644,False
9386,False
2154,False
7296,False
5468,False
19578,False
9025,False
10709,False
13440,False
18576,False
17519,False
10597,False
7958,False
3576,False
3739,False
4957,False
4307,False
9017,False
5897,False
14372,False
18119,False
14057,False
19222,False
1976,False
1632,False
17357,False
6029,False
9327,False
19858,False
11799,False
8315,False
1644,False
16608,False
3888,False
949,False
5172,False
422,False
20061,False
5562,False
14747,False
6493,False
6272,False
17426,False
11871,False
5142,False
3396,False
2682,False
18056,False
7271,False
18774,False
2536,False
12222,False
2933,False
16460,False
817,False
18539,False
5402,False
17648,False
13439,False
11185,False
96,False
1600,False
18399,False
190,False
7136,False
3073,False
16962,False
1994,False
7373,False
16413,False
11299,False
19165,False
6252,False
3143,False
4228,False
6802,False
9421,False
8122,False
16125,False
176,False
2066,False
5406,False
12592,False
12084,False
3038,False
1103,False
15555,False
12711,False
9902,False
17270,False
1921,False
3610,False
10991,False
4019,False
10336,False
7900,False
11569,False
2372,False
12531,False
4264,False
3979,False
473,False
1679,False
18582,False
8812,False
4050,False
16215,False
222,False
12437,False
15023,False
9074,False
3044,False
11046,False
19371,False
13698,False
4336,False
1207,False
4880,False
3261,False
15358,False
6114,False
19457,False
19474,False
11577,False
16310,False
16216,False
10162,False
18118,False
1273,False
1971,False
18987,False
5280,False
2288,False
1619,False
15439,False
14012,False
5174,False
4701,False
6912,False
9,False
15121,False
3885,False
17526,False
2210,False
11149,False
2727,False
9845,False
17855,False
14540,False
771,False
1761,False
10605,False
3306,False
10105,False
17256,False
7579,False
19201,False
8567,False
11431,False
9549,False
10667,False
15922,False
13761,False
3855,False
19492,False
20107,False
13733,False
11688,False
5311,False
12081,False
13174,False
1545,False
5852,False
12971,False
7910,False
6547,False
18509,False
12013,False
12465,False
3124,False
10108,False
19717,False
4979,False
15967,False
11155,False
8942,False
9739,False
13359,False
15767,False
11438,False
8207,False
1807,False
2237,False
10899,False
9170,False
15865,False
14223,False
12943,False
7059,False
6554,False
18039,False
10335,False
7210,False
12101,False
15679,False
19549,False
672,False
17768,False
7265,False
7753,False
9778,False
11899,False
17537,False
5712,False
12929,False
12733,False
3281,False
13183,False
2718,False
10367,False
16698,False
4312,False
1539,False
11076,False
11568,False
2067,False
8582,False
7864,False
4319,False
5274,False
3225,False
17957,False
19701,False
6608,False
9843,False
17995,False
2316,False
1974,False
1349,False
6319,False
16006,False
3796,False
195,False
14661,False
8882,False
5373,False
2261,False
12761,False
15011,False
992,False
12618,False
6975,False
16797,False
14358,False
12492,False
19876,False
11607,False
10374,False
11592,False
13103,False
8789,False
1616,False
4118,False
15142,False
15706,False
10805,False
8661,False
4101,False
19668,False
9205,False
7513,False
18230,False
11479,False
7030,False
2881,False
16528,False
12380,False
8811,False
18420,False
16239,False
14308,False
15233,False
16025,False
17823,False
20169,False
19565,False
4314,False
18749,False
18412,False
5633,False
19851,False
8518,False
7231,False
4859,False
3878,False
1722,False
16694,False
12524,False
2179,False
13045,False
20059,False
6394,False
12693,False
625,False
5195,False
8214,False
18906,False
14162,False
6766,False
416,False
17759,False
2175,False
17445,False
14839,False
4513,False
18828,False
9904,False
5656,False
1145,False
17196,False
7397,False
18692,False
8682,False
3699,False
12586,False
7638,False
1011,False
6191,False
4637,False
3279,False
19941,False
7898,False
19814,False
15885,False
5965,False
944,False
13717,False
18381,False
14819,False
9192,False
4606,False
8512,False
19187,False
4599,False
17217,False
9202,False
13288,False
1503,False
10407,False
17864,False
20050,False
15533,False
1688,False
7952,False
5846,False
13986,False
15903,False
19464,False
15124,False
18616,False
11609,False
14916,False
10409,False
18675,False
7327,False
4134,False
15257,False
12094,False
6635,False
8821,False
3897,False
68,False
16851,False
12602,False
6391,False
16757,False
17726,False
14966,False
3177,False
16880,False
46,False
11427,False
1241,False
5266,False
16129,False
653,False
14504,False
850,False
13856,False
11562,False
8895,False
14671,False
11686,False
4596,False
10818,False
2100,False
17625,False
8209,False
2993,False
8971,False
3455,False
19373,False
3636,False
1509,False
12029,False
11656,False
16015,False
1121,False
1823,False
11817,False
1068,False
11651,False
12974,False
13037,False
9088,False
13290,False
6620,False
6690,False
1026,False
9478,False
19510,False
11162,False
10276,False
12976,False
5475,False
7496,False
1982,False
15447,False
10638,False
19056,False
15596,False
4301,False
11093,False
9506,False
1147,False
853,False
13735,False
6622,False
4850,False
509,False
14987,False
2015,False
6839,False
15215,False
11258,False
8368,False
19856,False
13396,False
11805,False
4993,False
5514,False
9649,False
3616,False
15901,False
11498,False
19767,False
6757,False
4452,False
16955,False
10905,False
2477,False
4690,False
1302,False
17836,False
11680,False
12200,False
9700,False
19263,False
15879,False
1245,False
2221,False
12,False
458,False
6176,False
642,False
10575,False
17645,False
3017,False
1737,False
623,False
12609,False
6512,False
8475,False
5228,False
15751,False
7354,False
17656,False
5759,False
10099,False
13965,False
10633,False
10366,False
17691,False
10086,False
3584,False
7515,False
18224,False
17728,False
5653,False
1167,False
5166,False
14045,False
8988,False
5088,False
468,False
19337,False
6371,False
15367,False
4651,False
1014,False
8310,False
5761,False
3581,False
5017,False
10307,False
11768,False
15296,False
8798,False
2009,False
9638,False
6596,False
456,False
10419,False
7492,False
6900,False
1553,False
16520,False
7784,False
17059,False
12604,False
5140,False
1821,False
3964,False
12098,False
1463,False
10577,False
3406,False
16376,False
13860,False
5523,False
4817,False
7021,False
11669,False
3821,False
20245,False
2171,False
11310,False
6658,False
16801,False
2890,False
3783,False
7807,False
6488,False
15360,False
19586,False
13330,False
16807,False
16001,False
4974,False
16812,False
16372,False
11677,False
19380,False
10558,False
14460,False
13225,False
3872,False
17234,False
18854,False
16266,False
4439,False
19644,False
10995,False
10243,False
12484,False
3011,False
6244,False
9955,False
15019,False
5510,False
7050,False
5221,False
19067,False
10614,False
5821,False
17007,False
6390,False
7168,False
5130,False
9796,False
19597,False
6562,False
9858,False
5824,False
13673,False
11587,False
8375,False
11392,False
17915,False
1021,False
18832,False
11269,False
9288,False
5391,False
1990,False
18740,False
10754,False
8500,False
14464,False
7677,False
12781,False
10322,False
11559,False
5559,False
19784,False
6016,False
17351,False
15228,False
19208,False
1213,False
18271,False
11166,False
19865,False
5133,False
9341,False
19164,False
12247,False
13326,False
13654,False
6823,False
18457,False
4792,False
7469,False
377,False
14165,False
11904,False
5153,False
1016,False
4182,False
1161,False
6915,False
8395,False
13441,False
5025,False
9072,False
13282,False
14495,False
14681,False
6298,False
2693,False
14091,False
2916,False
14980,False
7017,False
10117,False
4275,False
14027,False
14552,False
3992,False
18264,False
937,False
9209,False
6381,False
6264,False
14434,False
3557,False
8520,False
7527,False
830,False
6580,False
4509,False
10353,False
3374,False
11473,False
19012,False
151,False
8583,False
2694,False
17319,False
14941,False
15279,False
19938,False
5131,False
833,False
2754,False
15398,False
867,False
15673,False
11604,False
8774,False
18928,False
11844,False
8384,False
10081,False
8149,False
8820,False
693,False
5450,False
546,False
146,False
11625,False
1582,False
5226,False
5183,False
9452,False
11855,False
19418,False
8722,False
19849,False
9469,False
2587,False
16503,False
6937,False
8390,False
19400,False
17758,False
5551,False
13358,False
10470,False
460,False
10862,False
16702,False
6728,False
11895,False
417,False
13828,False
20094,False
2042,False
10122,False
17998,False
2389,False
3850,False
13073,False
7520,False
12232,False
13973,False
19990,False
13677,False
12919,False
1027,False
18859,False
13675,False
17220,False
3516,False
3436,False
7465,False
14368,False
17773,False
9954,False
15936,False
2894,False
7876,False
14000,False
3369,False
1324,False
12087,False
16177,False
2972,False
2778,False
5127,False
3101,False
13221,False
8791,False
1996,False
15735,False
9929,False
18946,False
2185,False
7245,False
11319,False
17048,False
5970,False
11870,False
11724,False
467,False
1154,False
13752,False
9329,False
5678,False
976,False
19662,False
15276,False
17797,False
2979,False
14847,False
8688,False
10446,False
9301,False
9630,False
3800,False
15317,False
5652,False
12466,False
12946,False
1410,False
17926,False
2050,False
5722,False
12322,False
11100,False
1584,False
2233,False
16186,False
17574,False
14422,False
5146,False
11837,False
14267,False
1643,False
10384,False
11027,False
808,False
16590,False
17878,False
5400,False
14861,False
4998,False
13765,False
18411,False
17181,False
11329,False
12778,False
4511,False
6065,False
12560,False
17807,False
14250,False
5830,False
19390,False
14095,False
8399,False
3246,False
9939,False
4446,False
3646,False
15230,False
18618,False
2048,False
4374,False
7646,False
4470,False
7705,False
4098,False
14487,False
8296,False
10474,False
7044,False
15221,False
14353,False
15827,False
12451,False
975,False
6363,False
13975,False
10467,False
7809,False
8612,False
9777,False
20217,False
19068,False
18972,False
16423,False
18835,False
1685,False
12771,False
3669,False
6308,False
9742,False
1826,False
11853,False
7942,False
9155,False
6981,False
19591,False
16382,False
14738,False
15115,False
6849,False
15644,False
5291,False
18954,False
9747,False
7722,False
10317,False
17273,False
18046,False
19960,False
10966,False
9984,False
8934,False
5194,False
1991,False
10280,False
11054,False
4020,False
2690,False
14914,False
12245,False
17071,False
6159,False
10120,False
16455,False
15234,False
3693,False
1056,False
8522,False
2747,False
15206,False
4028,False
1578,False
19168,False
10077,False
17555,False
4108,False
19174,False
15154,False
7066,False
17644,False
8664,False
19713,False
16612,False
10488,False
14796,False
12683,False
4467,False
13720,False
10671,False
11362,False
17049,False
359,False
13863,False
10937,False
7881,False
735,False
20167,False
14200,False
4266,False
19322,False
18754,False
19377,False
636,False
13430,False
10471,False
19864,False
18797,False
586,False
18785,False
15281,False
17776,False
3803,False
14921,False
7140,False
17867,False
261,False
17205,False
1505,False
2030,False
14823,False
5290,False
9292,False
1719,False
9135,False
18083,False
13431,False
14624,False
13227,False
6049,False
18161,False
7458,False
5791,False
18295,False
18812,False
11941,False
14286,False
7849,False
15613,False
18893,False
8779,False
8894,False
758,False
11611,False
5866,False
16982,False
5265,False
